Rater,Object,Score
1,def2ba95530d9cbb5430728e6fd292b7,0
1,defca428ac9afd087f045a1b62260cb6,0
1,df5b03590436483f508055f778ce6f14,1
1,e1a69446700b2ac5a4f0f8e9b5912f83,0
1,e36e708c38a7c87b07aba72205c00a8e,0
1,e5491f347bc67c4b18f2f9c757249462,0
1,e676f11014b4b58666e0f3e5413725dd,0
1,e6def579f2f13e147df1921f5ab9ab57,1
1,e701b716e37281cfd674453e5cfedf67,0
1,e7adc1d98c4664fe6985f2a8d8512c7f,0
1,e7cf6bfd1b3918186c68b61bda0316d2,0
1,e941baf5d7821cacfae982c72ff96753,0
1,e946e225221996ff020168dbcfa8f7c5,0
1,eb5de08ed5bd532204465faa4d6b39ce,0
1,ec2f721b23c2c4bce076eebe15128a61,0
1,ec85eda30a7570f9189ae4c1a73776b2,0
1,eda305464ae068152d4c084989b6a2ff,0
1,ee09f19050b2f909c05887cdf5ee820d,1
1,eec13c2aacc1de8ba7e41888259d736b,0
1,ef7271cc789c61d5a088e83b9fe87a34,1
1,efc976141c51758dd41fe5dd2da334a5,1
1,f14fbe2b07c94dd1a7bbdbd7d589b2ae,0
1,f18cfe1fafb52b96f83593e58e50eb8d,1
1,f61bf6b629a9892cafe5e91fb542ff84,0
1,f69321d59ec0c99d38882b1fc3e914ed,0
1,f6a40114602b280c8d117c3a7afd0430,0
1,f6dd5bf876412d40fd7f237bd924b513,0
1,f8b13ebb262566111a86c01769ab334b,0
1,f8ff71c1462425bde20146519e11c94b,0
1,f961baa435b5b7a5b221e524b1eef86a,0
1,f9a765c1eae65d8dfb2cd59b098a1663,1
1,f9c5886515e9bc2196bedcb9d65e18fa,0
1,fb40aaa441a686037d132bded1cb6c96,1
2,001ab09dfcb54b458310375016434ac8,0
2,00932dac8e75dd59b10b5c36f57214b5,0
2,01410fe5dcf236c399f2edfe1adf1321,0
2,0214e71a72af911acf25cb70f28d1626,0
2,028e0d18f452f4f04927324faafd8ecf,0
2,03a93d428f452b76e9ef5304b6239e52,0
2,04550932ef84451c18103d95bbb7f8a4,1
2,04b439184b696b6061db6eceb19e02a5,0
2,055eacaab5719f6d48367cc400ded6de,0
2,078d8196b3548ac4a27bb0ace020fb8e,0
2,0847d1f66bf87ddb6d80ec8b14a945eb,1
2,08aaf1b5392742541c4a1abd92839779,1
2,08b1e816fb8c30d7bb0096fd528d5687,0
2,093b5b89736534b8c47f45f2852f3f48,0
2,0970b95ee1f18039d0f40873374224e5,1
2,0992ea0dfec647def98a425fcfcf02dd,0
2,0bf1f83b36d05938b80f2d0bafe69524,0
2,0c23644ee359cc6582ccf4b3ef05c50d,1
2,0eea91dc1676fdd5e1cfc4850218ac86,0
2,0efed9139528af73331e6cfae7ef6a54,0
2,0f801d7236104dd866f0263c127a2717,0
2,10878b585bc0128d93f081ce277c0575,0
2,115bcd898d194055cccdbfd7a3224285,0
2,11c34b7784c218991919768f28586337,0
2,122a5f6220d57c8614c593ea50188d31,1
2,125d557ca5a08958d02325be258a10f4,0
2,130981a6cfced7dc3b020b15df0b64cb,0
2,131c3cbbf09fdc8515fa6bb3f524e01c,0
2,142a57177efca34e2216e6bf8ff8623a,1
2,14a73916afd03a5885faa0b78655e12d,0
2,1591656d044aea30052078d9b3ef04e5,0
2,17e5adee12176e2f18a9580ae1a3f9b1,1
2,18fbf09d6765a600db059dd6310e9b45,1
2,1a21f6e2461aca4600b867769498c376,0
2,1a8e984bedaeed4cc0578986a3823ad5,0
2,1aab86381896d3ff07907ca499df17e9,1
2,1ab2b4f4cdad2e27eb3f0d0aa8f7f5da,0
2,1ba8eccd1545de994bd224ad26d4999b,0
2,1bda316da79dfe5b77d2d15e8ce16d4c,0
2,1cb2322fb17a8af2099a91ed73075f9d,1
2,1dcb85882697790942fd2a4a284827f6,0
2,20a3fa6e67d7af0fa49442bf44817b72,0
2,2268f6e158cb8946694cb589447f843a,0
2,22a46e912da3def2ef010eed334b5782,0
2,2327c16703eaca90e74bea1ac9297b60,0
2,2391e8bf8aded8dd5f5bfe4be3c8c87a,0
2,244300bdf0b7a940919bd2c13ec09de4,0
2,247cf71bb7baf05d273e264b5f2465e2,0
2,2564874e19b1189052e2a2bfae943feb,0
2,26236880b1e9d1da4e49cdc40bf0d354,0
2,289378a42bfa3f2b6bb13a4a6d581d36,0
2,28a53558ea20009065cb15e30a75156c,1
2,28ffb3e394ccd2fe5c3939572709bf89,0
2,2a413da12ec387d3e01facdd191ff7b5,0
2,2c5b619ef1650a6ea9aad0eac2668752,0
2,2c60962a8095ca250fa9a13ccabaf9fd,0
2,2d07ff74648b5ce76ed0d0c9024f7fad,0
2,2d365f3de3e7fd8d936d10069d24413c,1
2,2d69c568a85787ad7705bebe145c8fc6,0
2,2d7e17bbcf92da41aca6832305773163,0
2,2e15d1e2932d50ceaa6a1515ac7c2a76,1
2,2e9c664847c7be79bdd14975da44163e,0
2,2ffc9529c7dcafe3be5abc278edb2183,0
2,304c3dc378431c8b22da658765aa7451,1
2,3095d0347c87d33aeb2b584ae8a19765,0
2,3306f94988dcd9b1f20b5e4357c6ecb5,0
2,33f6f75ebc6c0aa8736456dafc925ecf,1
2,35b03ef7103e3352fc7aba50e0770c41,0
2,367aa96cf1c78c8decf306c03f2f0ba1,0
2,36e133cd7fb13a473caa9fff9de2299d,1
2,36f9a0bb927962bd1a61d5b380590133,0
2,3703c6ad522d1452cdee93be7436b6d3,0
2,374d0281a0cc5aebe187395754246ab8,0
2,383def14fdc610a2493745f34c6cfd44,0
2,39757038afa0443fb0934e810edc27b3,0
2,3978f0fe7aa32db351d2bcc14c930ae0,0
2,39d5e444ec6161041c90e2f716ba205f,0
2,3a6baf77302afe68e792011ba52c5e11,0
2,3a7f269737a8d3e5c8c3db5f70efe861,1
2,3b9f448574ad3ff5eaf158291bfa7935,0
2,3ce85354846378baa23c936fe2396bf8,0
2,3d64e2f54333defaf156d8ac69067794,0
2,3e69b7407932c3f1c90717966861bd37,0
2,3e7725fce22c1bd90372cabebe6b4788,0
2,3f159402e276c9eb73810eb042b42437,0
2,3f450d11bb44802cef12718c9df39624,0
2,401215cb84c33a1847179a2756c3262e,0
2,422d356954b90f0fb2024ad62d1cad3e,0
2,42dfa69bae2cc52fe11679eb4eca9095,0
2,445474b8f513ff87bb9e0eae21e43b5c,0
2,4474fded77fd2f9fc11b9a27d38e7abd,0
2,468c16e23de167c7e5b7d848c63efa50,0
2,469138f63daba772b0acbcc15e53a9d3,0
2,471a6d08b9b5e47b3b50d641ff7b5251,0
2,471cd36765383356da05879167214173,1
2,47495ea4f245d4945bc76afdec9a4f76,1
2,4797dd852e56b79d81e114843f996867,0
2,4c27618cf15cae7682e398b7c75221b3,0
2,4d0a168b65949e2e704fc0ab402af64b,1
2,4e7d0aefdca95cf1b077a117eec42499,0
2,515b36d33c37e14b354fdad46f140263,1
2,51c27b508ac9d09a48eb58c9a467ba0e,0
2,53a6bd840311e88674c6306a670ab953,0
2,552a0ea7a1bb4c8c25f0962cfdf4b30c,0
2,55e976834b4394fc9b373a1c63182d29,1
2,563c5610f6ba79358333827681b0dd40,0
2,567bc695c6dc1c12a9fdff787e0261cd,0
2,56b261d7504c2127adf6248ae34d99d8,0
2,57308419b971f2f2cb4eb2e564c2b6ae,0
2,57c994b622fef81ba56614f00ad9ab80,0
2,5830976086758372819cb43dced17979,0
2,5a75c4caadbdc46aad29dd19b0c751cc,0
2,5ab15d7ca8770f2d215bd6e1c34d4366,0
2,5b62183ad0701d452ed26fb0a334653a,0
2,5c755b4c74043e9aed0844079524f3dc,0
2,5c7bbb6b6b8b554da2214c936958fe52,0
2,5c8434515e1f4f925e3efd813ac4fccd,0
2,5fe4c555af5d326fd7df9cb80a4ee13a,0
2,60398c59d0418fa3efdf78f5b3cbf27d,0
2,6142babd5b96793de41bf22d19440f06,0
2,63b1c0344f484a719d7162780108435f,0
2,63cdde16fa65ac56413f1fce46e3a9f2,1
2,646924f35605a7f7c5f00f6bc187af87,0
2,647d2cf5d72311148f0f0cbd51a1e24d,1
2,64acf273a701ea5b4818ee1cc5ff7315,0
2,6545227c07c2d2c28d8648687feec708,0
2,65d63eab4afff43d885c7aab31bfd092,0
2,66c2df8e8e15fb672a85de8aea669567,1
2,67e0acac0b9837a91570ea83ea5b06c3,1
2,684fbbeb0b085485af355ba21e4c30c4,0
2,68be93cdebdc86fcd5012f0a48cfbae1,0
2,6b10f6ca929ec7cfedf3955f231bf11d,0
2,6b4d125864be5f08e7819b80af8b5029,1
2,6c674fc5b6b491b9c15c19436dfb4e56,1
2,6cfdbc6419d22ea941f5b3b0b830c2c5,0
2,6d3b485cf75f7d02448f3d9976f9ba91,1
2,6ea0f2a00839a843b3a8acca602b64b7,1
2,6eced3de8cf5d66a58c17cb7bb50d28c,0
2,6f2de71064b91448620b4125ee112198,0
2,6f591d0a0cdb3ad8427f9d6461450b51,0
2,6fa86043e9813e1651b4ef500c80a6c4,0
2,6ffabc0b58132026bac43c0c2a98c7c1,1
2,71cba4499f82ba14d851976a63702939,0
2,73ac2b6906d2587a1c5cafe5a1feea75,1
2,74f5793f9927f31b8f2df830ed19b896,0
2,76eb37cb53e5efc8f01ffe7b1129e432,1
2,783a58696569204d12a471b014c68099,0
2,786d5e753556ba3d2252706e7584a00a,0
2,787895b92b2a20631d7053bb2aa7e2c4,1
2,796a13657bc091186a3e7d03a952be80,0
2,7981982f47da4df0b4f87346cd175e12,0
2,79a42b168c02f068cebf76ce60c16c6c,0
2,7a5c5749f92e025b1ed5c01309b2db96,0
2,7a6a2981414270e7a6ac20aad3e0e2b3,1
2,7aa44b78e3249e3ff127f8eb91c437e1,0
2,7b014ae60663ba60f60a8be180e001b0,0
2,7b228e2288ba3580d0aaac6df450b7f2,1
2,7be181348d37d36f9178b42f8c80674e,0
2,7c6945a6ad13bab32155f20ba7e1d64b,1
2,7c8f48d1057922942222d6fe9088a26b,0
2,7e777fb2985ba72d06c8a60c8c510611,0
2,7efedc1e4d6d0780866880681903e26b,0
2,8027802ea560042a472216746449fbe2,0
2,80466ba8308f5e3aaa7f720433c71434,1
2,814a681c0d6605cfc406ac457e2bebdb,0
2,81d22c2a512dbc9faebbca7ee6d6eb4a,0
2,82180fac4ddff71ac741229b20dfa8e9,1
2,831ae390df07a22bf6cabc55b56af722,0
2,8397dd50e04b0bdd455f53efe942ee9c,0
2,83d023d6f250ed596d6dbc0aa3ce7ec7,0
2,84218e15aeb6b58e9039e0fd4fb24692,0
2,8439f993ec179202fe06ded545f8e2fc,0
2,84e7ce0ecb90241945f1cc335a255023,0
2,8684bd3e75a341ef104c2040db6a3646,0
2,86d63cd63ca12e0ffd602839880e0f1d,1
2,86f4e7da2aeeaa5cae0e01dddf7392e5,0
2,87074b488a5ae7adec2374630ffac757,1
2,884aabb5911382c6857fe56275a3fa04,0
2,88c1b4d24aaa7e1ba08c7f22be8f4984,0
2,88dfc59ef9341c89deca5e463af26efa,0
2,892750f7bab363532b99225c7886cd11,0
2,8a32b7be336ee364c756f7e9fc9f0fd9,0
2,8ba39aaa772efa063eec81020fa56877,0
2,8bf5af9b0c612c576355ca792899b2dc,0
2,8c585224acbf4478e98d2f8a5f8fab2c,0
2,8d46c6e800afcb2826b4bf452518dc52,0
2,8d66b5f2c171384d9a1f9028b2d69095,1
2,9004f112d3f865010a2fa6ae3d8ac69d,1
2,900696df372f6e9544c4763f56805d3e,1
2,9026997e55571d6b7501caf0a70f0d95,0
2,90b8c83dea493c4b60366d898d231366,1
2,92d1c2bf06d73b4761558cce44c04b42,0
2,936f59ebec6c40c0db004c06af691cd1,0
2,93e1e84d39bfba91bde6a66c15af210b,0
2,94c9ca4bbdcfb607618ddd64d80078c7,0
2,96c82e1262f5d1bdad6cf457130f9382,0
2,96cba46705aef585e875684a4e7954a4,0
2,977e06d07074d61f892107592c378944,1
2,97e2790d9c275918f284603457173867,0
2,993e67f56492c590b5077baef33681a7,0
2,99af9a99705d62df5054ba43ffa408a5,0
2,9b04e83c4c63d52490c5aa571546c4dd,0
2,9bada4c164feacec03b88af087891ac8,1
2,9c4c08c842c43d97a0d651ddf9d4fbf6,0
2,9d544610176b285a52d26eb15de1d4bc,0
2,9ee45fc0247f47364782f66e48d4c85f,0
2,9ff13d9db086e310c164b7e80eb63b23,0
2,a2b96dd937a205ce04cc2edf1f17bdba,0
2,a2e43b78f39bd894e22c12049685c8b5,0
2,a332da515d1864f59f4ddc92ce29a62f,0
2,a429c83ca5a9e1776f0760251ac0619f,0
2,a48d9328cd20117c0cc239360bc10ff1,1
2,a496cb83e7f0e9a59c32e432542136aa,0
2,a4c4557eddcf7703ecd4d3c31211596b,0
2,a5e1210752552571e17ac1eaffe2313d,0
2,a5e834cdf2cf026b275e694ba012414b,0
2,a77e7ecc61fd2d4daf953431dfc7a801,0
2,a8552e18b9855aff3019c25cdfaf625d,0
2,aa444a59982cf2cc16902b09c40252be,0
2,aafb27a7cee2d09ae3c50ccca0f7e272,0
2,ac3aa7ac4386deb223dbceea0b177170,0
2,acfef080d9acfba39c65cb0a9ee556b4,0
2,adab6e5da215bbc1c4f7f3341790b8b3,0
2,af0437e0fd7ff0aab15db8c0ded28101,0
2,af42e34ae4211195535a8f450c34a36c,0
2,afaca5d7b89703df5d5ab58fd051107b,0
2,b2ac8af5f0dd09021ab837d3f9abd7d1,0
2,b38220ae03fa954994755fb7cd6ae9ba,0
2,b4df9f718a4427dfbfaea7324827c3a9,0
2,b6bdc1d125cd8036be2f4bfe275af46d,0
2,b7d3f54fa062b097695f55e765da0784,0
2,b936bb5f4c68d37bda6048334c0f6ec3,0
2,bb76cac37f27ea6f24ddd8dc4860d35c,0
2,bccd95a77125f464b619c0cc145de01a,0
